resolution,0.1,0.15,0.2,0.25,0.3,0.35,0.4
5,inf,inf,inf,inf,inf,inf,inf
6,0.825096,0.835289,1.01383,1.01963,1.01363,inf,inf
7,0.629034,0.643638,0.661922,0.680872,0.704198,0.722656,0.754987
8,0.673156,0.677646,0.688557,0.812639,0.825703,0.836759,0.838737
9,0.532207,0.547624,0.559574,0.570588,0.580575,0.596456,0.874468
10,0.538142,0.548637,0.565018,0.699245,0.749348,0.747025,0.756739
11,0.457912,0.466389,0.483312,0.625577,0.636261,0.648749,0.662901
12,0.503033,0.510006,0.515421,0.5311,0.607849,0.626801,0.640151
13,0.428101,0.431417,0.441426,0.45539,0.468595,0.492119,0.513278
14,0.376584,0.380308,0.386428,0.399186,0.411441,0.53104,0.55
