resolution,0.1,0.15,0.2,0.25,0.3,0.35,0.4
6,inf,inf,inf,inf,inf,inf,inf
7,inf,inf,inf,inf,inf,inf,inf
8,inf,inf,inf,inf,inf,inf,inf
9,inf,inf,0.0855492,0.069146,0.0569882,inf,inf
10,0.197211,0.19752,0.183854,0.188184,inf,inf,inf
11,inf,inf,inf,inf,inf,inf,inf
12,inf,0.171716,0.15981,inf,inf,inf,inf
13,2.00171,inf,inf,0.121777,0.120258,0.126161,0.122157
14,1.16008,inf,0.136082,0.132981,0.131345,0.127811,0.131559
15,1.98966,inf,inf,inf,inf,0.0884305,0.079703
