resolution,0.2,0.25,0.3,0.35,0.4,0.45,0.5
6,0.283748,0.287205,0.146679,inf,inf,inf,inf
7,0.0227513,0.0256762,0.033318,0.0316917,0.0248715,0.032377,0.0291293
8,0.123962,0.128864,0.134689,0.127577,0.127257,0.129391,0.130222
9,0.215187,0.212965,0.214377,0.213257,0.0638281,0.0557425,0.0572739
10,0.0327403,0.0306065,0.0352241,0.0363577,0.0327999,0.041918,0.0459699
11,0.109926,0.1121,0.115375,0.111403,0.111086,0.114698,0.112723
