resolution,0.1,0.15,0.2,0.25,0.3,0.35,0.4
5,0.70257,0.717659,0.738288,0.764075,0.795987,0.830315,inf
6,inf,inf,inf,inf,inf,inf,inf
7,0.488335,0.499565,0.516601,0.532541,0.551145,0.577291,0.612154
8,0.420333,0.434663,0.451412,0.470831,0.487322,0.769451,inf
9,0.463255,0.469684,0.481961,0.494036,0.504995,0.522609,0.543815
10,0.335403,0.344368,0.354381,0.368651,0.37927,0.3987,0.420145
11,0.302613,0.313423,0.324111,0.336156,0.34601,0.547307,0.548623
12,0.348984,0.355268,0.364149,0.372706,0.383388,0.396619,0.406973
13,0.262489,0.264723,0.272154,0.282159,0.293621,0.305877,0.321954
14,0.244349,0.251438,0.260269,0.261322,0.433875,0.433983,0.436017
