resolution,0.1,0.15,0.2,0.25,0.3,0.35,0.4
10,0.179049,0.180208,0.176628,0.177053,0.181045,0.181753,inf
11,0.141797,0.142647,0.14277,0.17559,0.173706,0.170746,inf
12,0.115641,0.114264,inf,inf,inf,inf,inf
13,0.31437,0.309472,0.3046,0.300523,0.299411,0.299095,inf
14,0.259832,0.264994,0.262843,0.262049,0.265457,0.262006,0.25983
15,0.227437,0.227949,0.229517,0.226314,0.225927,0.224104,0.227957
16,0.196669,0.198338,0.198845,0.196992,0.196693,0.197184,0.197225
17,inf,inf,0.173322,0.17079,0.16979,0.170118,0.360278
18,0.150925,0.152373,0.152333,0.151629,0.330197,0.324542,0.316
19,inf,0.293356,0.290658,0.288658,0.285514,0.282044,0.285269
