resolution,0.1,0.15,0.2,0.25,0.3,0.35,0.4
5,0.936579,0.930598,0.926598,0.908216,inf,inf,inf
6,inf,inf,inf,inf,inf,inf,inf
7,inf,inf,inf,inf,1.14101,1.1332,1.12025
8,inf,1.41749,1.41246,1.41002,1.40051,1.39272,inf
9,inf,inf,inf,inf,inf,inf,inf
10,inf,inf,inf,inf,1.48343,1.46762,inf
11,inf,inf,inf,inf,inf,inf,inf
12,inf,inf,inf,inf,inf,inf,1.52024
13,inf,inf,inf,inf,inf,inf,inf
14,inf,inf,inf,inf,inf,inf,inf
