resolution,0.1,0.15,0.2,0.25,0.3,0.35,0.4
5,inf,inf,inf,inf,inf,inf,inf
6,0.779264,0.786231,0.925801,0.940596,0.949777,0.964827,inf
7,0.604088,0.607433,0.615436,0.628666,0.646858,0.665939,0.718846
8,0.654682,0.669558,0.672017,0.769975,0.781458,0.786407,0.788188
9,0.526828,0.537181,0.541301,0.559342,0.575098,0.581831,0.850545
10,inf,0.542179,0.557996,0.676302,0.734159,0.748084,0.743776
11,0.491573,0.498503,0.505503,0.628734,0.639643,0.632137,0.662011
12,inf,0.515682,0.542619,0.543586,0.599831,0.61264,0.617295
13,inf,0.443299,0.439328,0.452608,0.489164,0.514903,0.527836
14,0.374978,0.378572,0.389758,0.393323,0.411242,0.496952,0.542559
