resolution,0.1,0.15,0.2,0.25,0.3,0.35,0.4
5,1.5733,1.56655,1.55467,1.54346,1.52904,1.51606,1.49942
6,1.62598,1.61854,1.60959,1.59589,1.58642,1.57333,1.55975
7,1.65907,1.6526,1.64642,1.63837,1.62871,1.61883,1.14324
8,1.68795,1.68277,1.67758,1.66797,1.65691,1.24011,1.26019
9,1.71463,1.70814,1.70239,1.30638,1.32283,1.33192,1.33694
10,1.36698,1.37638,1.3842,1.38899,1.3935,1.39226,1.397
11,1.43549,1.43835,1.43893,1.43865,1.43851,1.44317,1.44309
12,1.48019,1.47934,1.47958,1.48114,1.48213,1.48318,1.48251
13,1.51042,1.51112,1.51227,1.51441,1.51344,1.51594,1.52152
14,1.53931,1.53895,1.53733,1.53824,1.5416,1.54507,1.54805
