resolution,0.1,0.15,0.2,0.25,0.3,0.35,0.4
5,0.449492,0.463442,0.470412,0.485933,0.505162,0.526168,0.551952
6,0.389275,0.396174,0.405367,0.41846,0.433535,0.450305,0.468736
7,0.353789,0.360023,inf,0.37491,0.386302,0.395844,0.410172
8,inf,0.335752,0.340637,0.345116,0.354932,0.365533,0.37491
9,0.312823,0.317971,0.321401,0.32798,0.334125,0.341356,0.433851
10,0.302065,0.305572,inf,inf,0.362208,inf,0.378321
11,0.297081,0.299944,0.303175,0.310047,0.31792,0.32566,0.33561
12,inf,inf,inf,inf,inf,inf,inf
13,inf,inf,inf,inf,inf,inf,inf
14,inf,inf,inf,inf,inf,inf,inf
